Name,Ticker,Pricing Source,Security Type,Market Sector,BBGID,BBGID Composite,BSID,Unique ID
SOLITARIO EXPLORATION & ROY,XPL,UL,Common Stock,Equity,BBG000P9HT28,BBG000P9HJF6,30065410033,EQ0000000000090881
CORCEPT THERAPEUTICS INC,CORT,UL,Common Stock,Equity,BBG000BKJR39,BBG000BKJG33,30065346118,EQ0000000000091024
CYCLE COUNTRY ACCESSORIES CO,ATC,UL,Common Stock,Equity,BBG000DSYBV7,BBG000DSX015,30065410178,EQ0000000000091186
NEW GOLD INC,NGD,UL,Common Stock,Equity,BBG000KD4CQ9,BBG000KD2ZL5,30065410789,EQ0000000000098667
TRANSITION THERAPEUTICS INC,TTHI,UL,Common Stock,Equity,BBG000DVB9L1,BBG000DV7WQ0,30065410956,EQ0000000000100462
MEADWESTVACO CORP,MWV,UL,Common Stock,Equity,BBG000C4ZSG0,BBG000C4ZFV1,30065364028,EQ0000000000104790
CARMIKE CINEMAS INC,CKEC,UL,Common Stock,Equity,BBG000F1C1J4,BBG000F18KR8,30065381120,EQ0000000000105744
VERINT SYSTEMS INC,VRNT,UL,Common Stock,Equity,BBG000BCC6T2,BBG000BCBYT2,30065297844,EQ0000000000109380
TSAKOS ENERGY NAVIGATION LTD,TNP,UL,Common Stock,Equity,BBG000BRMCK4,BBG000BRM155,30065361873,EQ0000000000111539
VITAMIN SHOPPE INC,VSI,UL,Common Stock,Equity,BBG000C4MDR5,BBG000C4M4Y7,30065363372,EQ0000000000112159
BCB BANCORP INC,BCBP,UL,Common Stock,Equity,BBG000M7JL93,BBG000M7H7J5,30065411771,EQ0000000000113910
AMBASSADORS GROUP INC,EPAX,UL,Common Stock,Equity,BBG000BCTXD2,BBG000BCTNV4,30065294582,EQ0000000000113948
PLATINUM GROUP METALS LTD,PLG,UL,Common Stock,Equity,BBG000M9RH08,BBG000M9P392,30065412025,EQ0000000000116566
FIBERTOWER CORP,FTWR,UL,Common Stock,Equity,BBG000DT9J55,BBG000DT84N9,30065379927,EQ0000000000118856
LIN TV CORP-CL A,TVL,UL,Common Stock,Equity,BBG000BBCMC7,BBG000BBCB68,30065287294,EQ0000000000118858
CALAVO GROWERS INC,CVGW,UL,Common Stock,Equity,BBG000BGPYW4,BBG000BGPQW1,30065324899,EQ0000000000121966
PINNACLE AIRLINES CORP,PNCL,UL,Common Stock,Equity,BBG000BBR002,BBG000BBQPQ0,30065289872,EQ0000000000122713
NYSE EURONEXT,NYX,UL,Common Stock,Equity,BBG000BGFXD8,BBG000BGFLL5,30065307774,EQ0000000000125906
AEROPOSTALE INC,ARO,UL,Common Stock,Equity,BBG000BG7L61,BBG000BG7986,30065322610,EQ0000000000132067
REGAL ENTERTAINMENT GROUP-A,RGC,UL,Common Stock,Equity,BBG000BG8JJ1,BBG000BG8814,30065322741,EQ0000000000132205
CHIQUITA BRANDS INTL,CQB,UL,Common Stock,Equity,BBG000BCVC36,BBG000BCV2F5,30065294686,EQ0000000000132369
DOVER DOWNS GAMING & ENTERTA,DDE,UL,Common Stock,Equity,BBG000BJK725,BBG000BJK093,30065339633,EQ0000000000132403
ICAGEN INC,ICGN,UL,Common Stock,Equity,BBG000BL8403,BBG000BL7VZ6,30065327535,EQ0000000000136846
PEPCO HOLDINGS INC,POM,UL,Common Stock,Equity,BBG000DQYC76,BBG000DQX1D4,30065379519,EQ0000000000138109
PRIMUS GUARANTY LTD,PRS,UL,Common Stock,Equity,BBG000BHMMH8,BBG000BHMC08,30065332909,EQ0000000000139118
SUBAYE INC,SBAY,UL,Common Stock,Equity,BBG000BHQ466,BBG000BHPT53,30065333365,EQ0000000000139568
XFONE INC,XFN,UL,Common Stock,Equity,BBG000BHQKS6,BBG000BHQ8Y6,30065333367,EQ0000000000139570
FIRST BANCSHARES INC/MS,FBMS,UL,Common Stock,Equity,BBG000BHWP71,BBG000BHWFN5,30065334364,EQ0000000000140750
COMPUTER PROGRAMS & SYSTEMS,CPSI,UL,Common Stock,Equity,BBG000BHYMH5,BBG000BHY9T1,30065334661,EQ0000000000141153
CME GROUP INC,CME,UL,Common Stock,Equity,BBG000BHM905,BBG000BHLYP4,30065312742,EQ0000000000142041
NEXSTAR BROADCASTING GROUP-A,NXST,UL,Common Stock,Equity,BBG000DZK479,BBG000DZJVH0,30065413782,EQ0000000000144538
CYNOSURE INC-A,CYNO,UL,Common Stock,Equity,BBG000MGLYL8,BBG000MGLM70,30065412538,EQ0000000000147253
CEVA INC,CEVA,UL,Common Stock,Equity,BBG000BN3YQ0,BBG000BN3P07,30065327057,EQ0000000000149900
CYTOKINETICS INC,CYTK,UL,Common Stock,Equity,BBG000F0TJ36,BBG000F0R4N9,30065381058,EQ0000000000153029
BIODELIVERY SCIENCES INTL,BDSI,UL,Common Stock,Equity,BBG000KLB2C0,BBG000KL8MG6,30065403824,EQ0000000000155880
ASPENBIO PHARMA INC,APPY,UL,Common Stock,Equity,BBG000BQ4DY9,BBG000BQ4512,30065361740,EQ0000000000156198
IDENIX PHARMACEUTICALS INC,IDIX,UL,Common Stock,Equity,BBG000BR9QX4,BBG000BR9GK0,30065363325,EQ0000000000156206
COSI INC,COSI,UL,Common Stock,Equity,BBG000MRHHX3,BBG000MRG338,30065413384,EQ0000000000158445
MEDCO HEALTH SOLUTIONS INC,MHS,UL,Common Stock,Equity,BBG000MRPBJ3,BBG000MRMY60,30065413397,EQ0000000000158587
FORMFACTOR INC,FORM,UL,Common Stock,Equity,BBG000D1ZF55,BBG000D1Y3P1,30065374868,EQ0000000000162804
LEAPFROG ENTERPRISES INC,LF,UL,Common Stock,Equity,BBG000MVZ7V8,BBG000MVXV74,30065413713,EQ0000000000165422
PLATINUM UNDERWRITERS HLDGS,PTP,UL,Common Stock,Equity,BBG000BX3TC4,BBG000BX3J18,30065347687,EQ0000000000165446
RED ROBIN GOURMET BURGERS,RRGB,UL,Common Stock,Equity,BBG000MXJP79,BBG000MXH9C1,30065413926,EQ0000000000167434
SAFETY INSURANCE GROUP INC,SAFT,UL,Common Stock,Equity,BBG000BF7BD7,BBG000BF73Y2,30065302930,EQ0000000000167424
CHINA BAK BATTERY INC,CBAK,UL,Common Stock,Equity,BBG000DZXHD9,BBG000DZX6K5,30065413957,EQ0000000000167806
CHINA NATURAL GAS INC,CHNG,UL,Common Stock,Equity,BBG000F00HX8,BBG000F005S0,30065413970,EQ0000000000167960
NILE THERAPEUTICS INC,NLTX,UL,Common Stock,Equity,BBG000DZMW84,BBG000DZMK99,30065413909,EQ0000000000168653
THOMSON REUTERS CORP,TRI,UL,Common Stock,Equity,BBG000BBSLP8,BBG000BBS9F6,30065287239,EQ0000000000169809
SEAGATE TECHNOLOGY,STX,UL,Common Stock,Equity,BBG000F0LRG2,BBG000F0KF42,30065414223,EQ0000000000171872
ENPRO INDUSTRIES INC,NPO,UL,Common Stock,Equity,BBG000BW2RH6,BBG000BW2FF4,30065344522,EQ0000000000181625
ARCADIA RESOURCES INC,KAD,UL,Common Stock,Equity,BBG000F9KKK4,BBG000F9H3K6,30065420207,EQ0000000000181631
JM SMUCKER CO/THE,SJM,UL,Common Stock,Equity,BBG000BT1JB8,BBG000BT1715,30065286981,EQ0000000000182032
RUBICON MINERALS CORP,RBY,UL,Common Stock,Equity,BBG000F8CWF5,BBG000F8CLM1,30065374686,EQ0000000000182559
ENBRIDGE ENERGY MANAGEMENT L,EEQ,UL,Common Stock,Equity,BBG000N34360,BBG000N32PN4,30065414596,EQ0000000000186028
USA MOBILITY INC,USMO,UL,Common Stock,Equity,BBG000N4LQH6,BBG000N4KB80,30065414743,EQ0000000000189095
REPUBLIC AIRWAYS HOLDINGS IN,RJET,UL,Common Stock,Equity,BBG000BG6Q34,BBG000BG6DF0,30065322546,EQ0000000000191045
MONTPELIER RE HOLDINGS LTD,MRH,UL,Common Stock,Equity,BBG000N7GD66,BBG000N7F0C8,30065415061,EQ0000000000191779
NEW ENGLAND BANCSHARES INC,NEBS,UL,Common Stock,Equity,BBG000BB8904,BBG000BB8094,30065286440,EQ0000000000192907
WESTWOOD HOLDINGS GROUP INC,WHG,UL,Common Stock,Equity,BBG000F4YKZ4,BBG000F4W650,30065416930,EQ0000000000198377
WYNN RESORTS LTD,WYNN,UL,Common Stock,Equity,BBG000LD9VV5,BBG000LD9JQ8,30065407758,EQ0000000000206133
QUANTUM FUEL SYSTEMS TECHNOL,QTWW,UL,Common Stock,Equity,BBG000F7D2C5,BBG000F79P66,30065418830,EQ0000000000215756
PLAINS EXPLORATION & PRODUCT,PXP,UL,Common Stock,Equity,BBG000NF0F79,BBG000NDZ417,30065415922,EQ0000000000218949
SKYPEOPLE FRUIT JUICE INC,SPU,UL,Common Stock,Equity,BBG000F59QZ6,BBG000F57BQ1,30065417195,EQ0000000000240245
BRIGUS GOLD CORP,BRD,UL,Common Stock,Equity,BBG000NNG1B1,BBG000NNFP38,30065417222,EQ0000000000245381
RUSH ENTERPRISES INC-CL A,RUSHA,UL,Common Stock,Equity,BBG000PLLVV9,BBG000PLLP24,30065417804,EQ0000000000251424
DICK'S SPORTING GOODS INC,DKS,UL,Common Stock,Equity,BBG000F716Z4,BBG000F6ZWH2,30065418358,EQ0000000000262221
NORTHERN DYNASTY MINERALS,NAK,UL,Common Stock,Equity,BBG000BWMK07,BBG000BWM9L9,30065302602,EQ0000000000262389
CHINA AUTOMOTIVE SYSTEMS INC,CAAS,UL,Common Stock,Equity,BBG000BF5RB6,BBG000BF5HQ2,30065316381,EQ0000000000269157
GEN-PROBE INC,GPRO,UL,Common Stock,Equity,BBG000DXWNB4,BBG000DXVB85,30065380609,EQ0000000000276580
TRAVELZOO INC,TZOO,UL,Common Stock,Equity,BBG000F7RV54,BBG000F7RHK8,30065419013,EQ0000000000277365
FIRST PACTRUST BANCORP INC,FPTB,UL,Common Stock,Equity,BBG000F7XTV3,BBG000F7VG25,30065419037,EQ0000000000277797
MONARCH COMMUNITY BANCORP,MCBF,UL,Common Stock,Equity,BBG000F7Y6K4,BBG000F7XXQ0,30065419038,EQ0000000000277801
HALOZYME THERAPEUTICS INC,HALO,UL,Common Stock,Equity,BBG000CZB568,BBG000CZ8W54,30066241015,EQ0000000000285248
TIENS BIOTECH GROUP USA INC,TBV,UL,Common Stock,Equity,BBG000F8MZQ5,BBG000F8KN02,30065419735,EQ0000000000291329
KIMBER RESOURCES INC,KBX,UL,Common Stock,Equity,BBG000P1H2F0,BBG000P1FS01,30065420051,EQ0000000000300293
PROVIDENT FINANCIAL SERVICES,PFS,UL,Common Stock,Equity,BBG000P24XC7,BBG000P23KW4,30065420141,EQ0000000000302129
TARGACEPT INC,TRGT,UL,Common Stock,Equity,BBG000F891R4,BBG000F88SY8,30065420454,EQ0000000000310889
HARRINGTON WEST FINANCIAL GR,HWFGQ,UL,Common Stock,Equity,BBG000GTDNZ5,BBG000GTDB54,30065420743,EQ0000000000315569
SAIA INC,SAIA,UL,Common Stock,Equity,BBG000P5N1J2,BBG000P5LMQ0,30065420837,EQ0000000000316737
PORTFOLIO RECOVERY ASSOCIATE,PRAA,UL,Common Stock,Equity,BBG000BNV2P0,BBG000BNTW77,30065331784,EQ0000000000320536
CARMAX INC,KMX,UL,Common Stock,Equity,BBG000BLNB82,BBG000BLMZK6,30065355321,EQ0000000000322381
TRIPLE-S MANAGEMENT CORP-B,GTS,UL,Common Stock,Equity,BBG000P75H94,BBG000P755R0,30066113954,EQ0000000000333135
CIMAREX ENERGY CO,XEC,UL,Common Stock,Equity,BBG000D6LG57,BBG000D6L294,30065375814,EQ0000000000342930
DOLBY LABORATORIES INC-CL A,DLB,UL,Common Stock,Equity,BBG000DGM362,BBG000DGLTG5,30065386792,EQ0000000000352002
PROCERA NETWORKS INC,PKT,UL,Common Stock,Equity,BBG000FDHJ59,BBG000FDG5G8,30065422530,EQ0000000000365054
INFINITY PROPERTY & CASUALTY,IPCC,UL,Common Stock,Equity,BBG000PD6C64,BBG000PD51N0,30065422612,EQ0000000000366666
NATIONAL FINANCIAL PARTNERS,NFP,UL,Common Stock,Equity,BBG000FBRG94,BBG000FBR197,30065422685,EQ0000000000367638
EXETER RESOURCE CORP,XRA,UL,Common Stock,Equity,BBG000KSTL25,BBG000KSS433,30065422786,EQ0000000000369359
REED'S INC,REED,UL,Common Stock,Equity,BBG000PFZ125,BBG000PFYR56,30065423005,EQ0000000000373982
FIRST SECURITY GROUP INC/TN,FSGI,UL,Common Stock,Equity,BBG000FFP993,BBG000FFNV87,30065423135,EQ0000000000376522
ANGEION CORP,ANGN,UL,Common Stock,Equity,BBG000J9DLN3,BBG000J9B3Q2,30065393980,EQ0000000000381835
CHINA NORTH EAST PETROLEUM,NEP,UL,Common Stock,Equity,BBG000FCY1B4,BBG000FCWNG3,30065423832,EQ0000000000396876
NII HOLDINGS INC,NIHD,UL,Common Stock,Equity,BBG000JNBQT7,BBG000JN9BQ6,30065396252,EQ0000000000400146
ACORDA THERAPEUTICS INC,ACOR,UL,Common Stock,Equity,BBG000FD2GY9,BBG000FD10V8,30065424054,EQ0000000000400534
TRW AUTOMOTIVE HOLDINGS CORP,TRW,UL,Common Stock,Equity,BBG000PLY061,BBG000PLXQQ3,30065424192,EQ0000000000403510
ALPHA NATURAL RESOURCES INC,ANR,UL,Common Stock,Equity,BBG000PM7R06,BBG000PM7GJ0,30065424363,EQ0000000000406334
SINOVAC BIOTECH LTD,SVA,UL,Common Stock,Equity,BBG000D0FMJ9,BBG000D0D8P5,30065384307,EQ0000000000422226
COMBIMATRIX CORP,CBMX,UL,Common Stock,Equity,BBG000KF6LB8,BBG000KF4151,30065403060,EQ0000000000432739
ENTREE GOLD INC,EGI,UL,Common Stock,Equity,BBG000KQBDK6,BBG000KQ8ZG6,30065404410,EQ0000000000435039
PLURISTEM THERAPEUTICS INC,PSTI,UL,Common Stock,Equity,BBG000DQYG77,BBG000DQX509,30065408301,EQ0000000000438730
ENDURANCE SPECIALTY HOLDINGS,ENH,UL,Common Stock,Equity,BBG000DQVF81,BBG000DQV538,30065379497,EQ0000000000441411
MOLSON COORS BREWING CO -A,TAP/A,UL,Common Stock,Equity,BBG000KBG4J6,BBG000KBCNV4,30065409912,EQ0000000000443378
EQUINIX INC,EQIX,UL,Common Stock,Equity,BBG000MBDVL4,BBG000MBDGM6,30065412090,EQ0000000000446719
MOLINA HEALTHCARE INC,MOH,UL,Common Stock,Equity,BBG000MBJ0M5,BBG000MBHNC8,30065412101,EQ0000000000446731
GAMMON GOLD INC,GRS,UL,Common Stock,Equity,BBG000PNFP81,BBG000PNFHT6,30065424608,EQ0000000000459779
CENTRAL GARDEN AND PET CO-A,CENTA,UL,Common Stock,Equity,BBG000KTZTJ1,BBG000KTYB56,30065424782,EQ0000000000462383
QUATERRA RESOURCES INC,QMM,UL,Common Stock,Equity,BBG000P4J1P3,BBG000P4HT01,30065403853,EQ0000000000465374
LABOPHARM INC,DDSS,UL,Common Stock,Equity,BBG000PNKXK4,BBG000PNKQL8,30065424922,EQ0000000000469054
IESI-BFC LTD,BIN,UL,Common Stock,Equity,BBG000FLJCB7,BBG000FLHZZ2,30065425094,EQ0000000000473688
WARNACO GROUP INC/THE,WRC,UL,Common Stock,Equity,BBG000PNYB54,BBG000PNY3R8,30065425457,EQ0000000000478799
VIASYSTEMS GROUP INC,VIAS,UL,Common Stock,Equity,BBG000PP0KT0,BBG000PP09G9,30065425516,EQ0000000000479631
MOD-PAC CORP,MPAC,UL,Common Stock,Equity,BBG000C4H6V1,BBG000C4GYV1,30065363005,EQ0000000000500987
CARDERO RESOURCE CORP,CDY,UL,Common Stock,Equity,BBG000BQW7D4,BBG000BQVZ89,30065372758,EQ0000000000514043
AXIS CAPITAL HOLDINGS LTD,AXS,UL,Common Stock,Equity,BBG000FLGN80,BBG000FLF615,30065383316,EQ0000000000520662
TRUE RELIGION APPAREL INC,TRLG,UL,Common Stock,Equity,BBG000D5VZL8,BBG000D5VRM5,30065388550,EQ0000000000522910
ADA-ES INC,ADES,UL,Common Stock,Equity,BBG000JFR3L6,BBG000JFNL85,30065394693,EQ0000000000526519
HUDSON HIGHLAND GROUP INC,HHGP,UL,Common Stock,Equity,BBG000KSP2X7,BBG000KSMLN9,30065404636,EQ0000000000534135
LENNAR CORP - B SHS,LEN/B,UL,Common Stock,Equity,BBG000KKVT77,BBG000KKVD81,30065415805,EQ0000000000559099
CHELSEA THERAPEUTICS INTERNA,CHTP,UL,Common Stock,Equity,BBG000F9XXJ4,BBG000F9XKT1,30065420476,EQ0000000000569299
SEARS HOLDINGS CORP,SHLD,UL,Common Stock,Equity,BBG000PQ78Y2,BBG000PQ6YJ3,30065426438,EQ0000000000578790
DTS INC,DTSI,UL,Common Stock,Equity,BBG000FFPCM1,BBG000FFNXX5,30065426455,EQ0000000000579094
OPTIMUMBANK HOLDINGS INC,OPHC,UL,Common Stock,Equity,BBG000PQVHK0,BBG000PQV9V6,30065426764,EQ0000000000587555
SYMMETRY MEDICAL INC,SMA,UL,Common Stock,Equity,BBG000C3J400,BBG000C3HVK0,30065361237,EQ0000000000589263
ENTERTAINMENT GAMING ASIA IN,EGT,UL,Common Stock,Equity,BBG000PDDDC7,BBG000PDCX52,30065422673,EQ0000000000592318
INTERLINE BRANDS INC,IBI,UL,Common Stock,Equity,BBG000PR4BK1,BBG000PR45M2,30065426932,EQ0000000000594046
PUDA COAL INC,PUDA,UL,Common Stock,Equity,BBG000BBC6J5,BBG000BBBXY0,30065287275,EQ0000000000604835
MAG SILVER CORP,MVG,UL,Common Stock,Equity,BBG000DHPT51,BBG000DHNG15,30065399011,EQ0000000000617278
CAVCO INDUSTRIES INC,CVCO,UL,Common Stock,Equity,BBG000K4Y661,BBG000K4WS65,30065404523,EQ0000000000619819
LEMAITRE VASCULAR INC,LMAT,UL,Common Stock,Equity,BBG000LY1Z84,BBG000LY1HS2,30065410704,EQ0000000000624406
CAPITALSOURCE INC,CSE,UL,Common Stock,Equity,BBG000MBS7N9,BBG000MBPVL1,30065412154,EQ0000000000625551
TFS FINANCIAL CORP,TFSL,UL,Common Stock,Equity,BBG000F7H295,BBG000F7GST7,30065418865,EQ0000000000635771
MINDSPEED TECHNOLOGIES INC,MSPD,UL,Common Stock,Equity,BBG000NZVXY2,BBG000NZVNG4,30065419667,EQ0000000000636774
PROVIDENCE SERVICE CORP,PRSC,UL,Common Stock,Equity,BBG000P1CK92,BBG000P1B7C8,30065420020,EQ0000000000639135
JEFFERSON BANCSHARES INC/TN,JFBI,UL,Common Stock,Equity,BBG000PT5Y26,BBG000PT5QZ7,30065427865,EQ0000000000656651
ALNYLAM PHARMACEUTICALS INC,ALNY,UL,Common Stock,Equity,BBG000BFGXR4,BBG000BFGNJ5,30065304291,EQ0000000000661066
BODISEN BIOTECH INC,BBCZ,UL,Common Stock,Equity,BBG000PTT355,BBG000PTSVW4,30065428115,EQ0000000000663703
VOLCANO CORP,VOLC,UL,Common Stock,Equity,BBG000PTV4J5,BBG000PTTV17,30065428116,EQ0000000000663882
MONARCH FINANCIAL HOLDINGS,MNRK,UL,Common Stock,Equity,BBG000PVS5C8,BBG000PVRW85,30065428607,EQ0000000000672126
FIRST COMMUNITY BANK CORP OF,FCFL,UL,Common Stock,Equity,BBG000KF14H5,BBG000KF0PP0,30065403031,EQ0000000000684523
WHITING PETROLEUM CORP,WLL,UL,Common Stock,Equity,BBG000PX46K9,BBG000PX3XC0,30065429242,EQ0000000000688466
LKQ CORP,LKQX,UL,Common Stock,Equity,BBG000PXDR69,BBG000PXDL44,30065429344,EQ0000000000689570
TEMPUR-PEDIC INTERNATIONAL,TPX,UL,Common Stock,Equity,BBG000PXH5F3,BBG000PXGT62,30065429391,EQ0000000000690343
MI DEVELOPMENTS INC-CLASS A,MIM,UL,Common Stock,Equity,BBG000PXQXR9,BBG000PXQP96,30065429578,EQ0000000000695103
BIONOVO INC,BNVI,UL,Common Stock,Equity,BBG000MZT675,BBG000MZRT95,30065414218,EQ0000000000695751
GENITOPE CORP,GTOP,UL,Common Stock,Equity,BBG000PXV665,BBG000PXV166,30065429630,EQ0000000000699558
WESTLAKE CHEMICAL CORP,WLK,UL,Common Stock,Equity,BBG000PXZN73,BBG000PXZFW2,30065429721,EQ0000000000705647
REDDY ICE HOLDINGS INC,FRZ,UL,Common Stock,Equity,BBG000PY7018,BBG000PY6TH9,30065429819,EQ0000000000707699
NELNET INC-CL A,NNI,UL,Common Stock,Equity,BBG000PYK7H1,BBG000PYJY93,30065429993,EQ0000000000710502
QUALITY DISTRIBUTION INC,QLTY,UL,Common Stock,Equity,BBG000Q02757,BBG000Q02070,30065430821,EQ0000000000724594
NEUSTAR INC-CLASS A,NSR,UL,Common Stock,Equity,BBG000Q0FPP1,BBG000Q0FH88,30065431145,EQ0000000000728379
MARLIN BUSINESS SERVICES INC,MRLN,UL,Common Stock,Equity,BBG000BN5TM3,BBG000BN5MG5,30065327241,EQ0000000000734494
FIRST MARBLEHEAD CORP/THE,FMD,UL,Common Stock,Equity,BBG000BN6BH7,BBG000BN6349,30065327254,EQ0000000000734514
CNO FINANCIAL GROUP INC,CNO,UL,Common Stock,Equity,BBG000Q1GS09,BBG000Q1GK24,30065432006,EQ0000000000741030
ABOVENET INC,ABVT,UL,Common Stock,Equity,BBG000BJ7ZJ0,BBG000BJ7R08,30065314903,EQ0000000000743011
BUFFALO WILD WINGS INC,BWLD,UL,Common Stock,Equity,BBG000BF3XB5,BBG000BF3NZ1,30065315732,EQ0000000000743091
GLOBAL INDEMNITY PLC,GBLI,UL,Common Stock,Equity,BBG000BQDTN6,BBG000BQDM24,30065336183,EQ0000000000748454
VONAGE HOLDINGS CORP,VG,UL,Common Stock,Equity,BBG000BRBJL0,BBG000BRB5D9,30065337636,EQ0000000000754370
CINEDIGM DIGITAL CINEMA - A,CIDM,UL,Common Stock,Equity,BBG000BRT0M1,BBG000BRSS32,30065338241,EQ0000000000757927
CONN'S INC,CONN,UL,Common Stock,Equity,BBG000BRWPS6,BBG000BRWGM2,30065338280,EQ0000000000758567
TICC CAPITAL CORP,TICC,UL,Common Stock,Equity,BBG000BS2BT7,BBG000BS21R1,30065338542,EQ0000000000759834
MARSHALL EDWARDS INC,MSHL,UL,Common Stock,Equity,BBG000BSH140,BBG000BSGT68,30065339211,EQ0000000000762595
CHEVIOT FINANCIAL CORP,CHEV,UL,Common Stock,Equity,BBG000BT5HJ0,BBG000BT58H2,30065340474,EQ0000000000767986
UNIVERSAL TECHNICAL INSTITUT,UTI,UL,Common Stock,Equity,BBG000BJSXV8,BBG000BJSMW1,30065341069,EQ0000000000772186
CLIFTON SAVINGS BANCORP INC,CSBK,UL,Common Stock,Equity,BBG000BVL3R9,BBG000BVKRS6,30065343558,EQ0000000000783994
BAYTEX ENERGY CORP,BTE,UL,Common Stock,Equity,BBG000BW3X55,BBG000BW3M86,30065344577,EQ0000000000786711
GTX INC,GTXI,UL,Common Stock,Equity,BBG000BX58N6,BBG000BX50F2,30065347777,EQ0000000000793887
ASSET ACCEPTANCE CAPITAL,AACC,UL,Common Stock,Equity,BBG000BZWSR3,BBG000BZWHH8,30065355391,EQ0000000000807111
ASSURANT INC,AIZ,UL,Common Stock,Equity,BBG000BZX805,BBG000BZX1N5,30065355409,EQ0000000000807123
YM BIOSCIENCES INC,YMI,UL,Common Stock,Equity,BBG000C38FK5,BBG000C385R0,30065356539,EQ0000000000811627
TNS INC,TNS,UL,Common Stock,Equity,BBG000C1X5Q7,BBG000C1WTM0,30065358305,EQ0000000000818455
KRONOS WORLDWIDE INC,KRO,UL,Common Stock,Equity,BBG000C3WQL3,BBG000C3WK36,30065362003,EQ0000000000827494
COMPASS MINERALS INTERNATION,CMP,UL,Common Stock,Equity,BBG000C434L2,BBG000C42WS4,30065362420,EQ0000000000832626
ANADYS PHARMACEUTICALS INC,ANDS,UL,Common Stock,Equity,BBG000BGQV77,BBG000BGQKD4,30065324964,EQ0000000000836854
ASPEN INSURANCE HOLDINGS LTD,AHL,UL,Common Stock,Equity,BBG000BFVX15,BBG000BFVKZ6,30065305678,EQ0000000000839648
ATHEROS COMMUNICATIONS,ATHR,UL,Common Stock,Equity,BBG000CYBCT1,BBG000CY93S5,30065373347,EQ0000000000852052
VIRGIN MEDIA INC,VMED,UL,Common Stock,Equity,BBG000D3ML07,BBG000D3MB18,30065374922,EQ0000000000855470
NRG ENERGY INC,NRG,UL,Common Stock,Equity,BBG000D8RPK0,BBG000D8RG11,30065376619,EQ0000000000859200
GLOBAL CROSSING LTD,GLBC,UL,Common Stock,Equity,BBG000F1T7F7,BBG000F1SXT6,30065381196,EQ0000000000871992
CROSSTEX ENERGY INC,XTXI,UL,Common Stock,Equity,BBG000F2SRH0,BBG000F2SFN9,30065381354,EQ0000000000872328
DDI CORP,DDIC,UL,Common Stock,Equity,BBG000FJS0B8,BBG000FJPH42,30065383095,EQ0000000000877704
DIRECTV-CLASS A,DTV,UL,Common Stock,Equity,BBG000FL37P0,BBG000FL1TC8,30065383292,EQ0000000000878776
VMWARE INC-CLASS A,VMW,UL,Common Stock,Equity,BBG000BC9L77,BBG000BC9938,30066486198,EQ0000000000878812
INTERSECTIONS INC,INTX,UL,Common Stock,Equity,BBG000CZLDM2,BBG000CZK2M7,30065383837,EQ0000000000880391
PIPER JAFFRAY COS,PJC,UL,Common Stock,Equity,BBG000FQYTR5,BBG000FQXC75,30065383999,EQ0000000000880836
MARCHEX INC-CLASS B,MCHX,UL,Common Stock,Equity,BBG000GF52C5,BBG000GF2LH1,30065385226,EQ0000000000885336
HILLTOP HOLDINGS INC,HTH,UL,Common Stock,Equity,BBG000GM7GS0,BBG000GM73Y2,30065385826,EQ0000000000889000
LUNA INNOVATIONS INC,LUNA,UL,Common Stock,Equity,BBG000GP58D9,BBG000GP4ZR5,30065386254,EQ0000000000891532
SANTARUS INC,SNTS,UL,Common Stock,Equity,BBG000DC6494,BBG000DC3RT4,30065383024,EQ0000000000891552
KINETIC CONCEPTS INC,KCI,UL,Common Stock,Equity,BBG000JN8VL8,BBG000JN7HR4,30065387583,EQ0000000000898675
KAISER FEDERAL FINANCIAL GRO,KFFG,UL,Common Stock,Equity,BBG000GZD5V4,BBG000GZBPV2,30065387625,EQ0000000000899003
MAGELLAN HEALTH SERVICES INC,MGLN,UL,Common Stock,Equity,BBG000BD6PS6,BBG000BD6DD9,30065297144,EQ0000000000901144
GEOEYE INC,GEOY,UL,Common Stock,Equity,BBG000H3TVY7,BBG000H3THN0,30065388226,EQ0000000000903436
ULTRA CLEAN HOLDINGS,UCTT,UL,Common Stock,Equity,BBG000HSM6G4,BBG000HSLV70,30065390889,EQ0000000000917804
GENWORTH FINANCIAL INC-CL A,GNW,UL,Common Stock,Equity,BBG000J5QLD8,BBG000J5Q6L2,30065393113,EQ0000000000924672
OPTIONSXPRESS HOLDINGS INC,OXPS,UL,Common Stock,Equity,BBG000JLND99,BBG000JLM007,30065395904,EQ0000000000932880
DAYSTAR TECHNOLOGIES INC,DSTI,UL,Common Stock,Equity,BBG000JPNTG7,BBG000JPNG84,30065396536,EQ0000000000937892
OAK RIDGE FINANCIAL SERVICES,BKOR,UL,Common Stock,Equity,BBG000JZ9L32,BBG000JZ85H3,30065399750,EQ0000000000944780
INFOSONICS CORP,IFON,UL,Common Stock,Equity,BBG000K3SML8,BBG000K3Q5M6,30065401421,EQ0000000000948312
MAIN STREET CAPITAL CORP,MAIN,UL,Common Stock,Equity,BBG000BXTDS4,BBG000BXT422,30066512601,EQ0000000000956032
INSTITUTIONAL FINANCIAL MARK,IFMI,UL,Common Stock,Equity,BBG000BN0GD6,BBG000BN06T1,30065326688,EQ0000000000963247
COFFEE HOLDING CO INC,JVA,UL,Common Stock,Equity,BBG000GB8VX4,BBG000GB7DC8,30065405943,EQ0000000000967564
